,key,item_type,pub_yr,author,title,pub_title,doi,url,study_included,model_code_available,reporting_guidelines_mention,covid,sim_software,foss_sim,model_archive,model_repo,model_journal_supp,model_journal_supp,model_personal_org,model_platform,available_on_req,excluded_reason
147,BFRH5TS3,journalArticle,2021,"Lin, Y.-X.; Lin, C.-H.; Lin, C.-H.",A challenge for healthcare system resilience after an earthquake: The crowdedness of a first-aid hospital by non-urgent patients,PLoS ONE,10.1371/journal.pone.0249522,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103813478&doi=10.1371%2fjournal.pone.0249522&partnerID=40&md5=70757a9e39292f208437b2b43e32990f,1,0.0,None,0.0,SimPy,1,,,,,,,,
148,BMA483KT,journalArticle,2019,"Lamprecht, J.; Kolisch, R.; Pförringer, D.",The impact of medical documentation assistants on process performance measures in a surgical emergency department,European Journal of Medical Research,10.1186/s40001-019-0390-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071896586&doi=10.1186%2fs40001-019-0390-9&partnerID=40&md5=00ac50f0871dc86004830f66c76a48b5,1,0.0,None,0.0,AnyLogic,0,,,,,,,Datasets,
149,FJ8PKD88,journalArticle,2019,"Martin-Sanchez, M.; Comas, M.; Posso, M.; Louro, J.; Domingo, L.; Tebé, C.; Castells, X.; Espallargues, M.",Cost-Effectiveness of the Screening for the Primary Prevention of Fragility Hip Fracture in Spain Using FRAX®,Calcified Tissue International,10.1007/s00223-019-00570-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067035215&doi=10.1007%2fs00223-019-00570-9&partnerID=40&md5=fbaf16a8484cf805c374658ab216b1a7,1,0.0,None,0.0,Arena,0,,,,,,,,
150,NRIMXBFH,journalArticle,2019,"Youn, J.-H.; Stevenson, M.D.; Thokala, P.; Payne, K.; Goddard, M.",Modeling the Economic Impact of Interventions for Older Populations with Multimorbidity: A Method of Linking Multiple Single-Disease Models,Medical Decision Making,10.1177/0272989X19868987,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071600784&doi=10.1177%2f0272989X19868987&partnerID=40&md5=b59c9f98e726f80a0df78095c15f2e15,1,0.0,None,0.0,Simul8,0,,,,,,,,
151,H56W3LVI,journalArticle,2019,"Lung, T.; Jan, S.; de Silva, H.A.; Guggilla, R.; Maulik, P.K.; Naik, N.; Patel, A.; de Silva, A.P.; Rajapakse, S.; Ranasinghe, G.; Prabhakaran, D.; Rodgers, A.; Salam, A.; Selak, V.; Stepien, S.; Thom, S.; Webster, R.; Lea-Laba, T.; TRIUMPH Study Group","Fixed-combination, low-dose, triple-pill antihypertensive medication versus usual care in patients with mild-to-moderate hypertension in Sri Lanka: a within-trial and modelled economic evaluation of the TRIUMPH trial",The Lancet Global Health,10.1016/S2214-109X(19)30343-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072213210&doi=10.1016%2fS2214-109X%2819%2930343-2&partnerID=40&md5=ed042573726da1d1f2a81179290c1691,0,,,,,,,,,,,,,Not DES
152,GGMYX664,journalArticle,2019,"Kaku, K.; Haneda, M.; Sakamaki, H.; Yasui, A.; Murata, T.; Ustyugova, A.; Chin, R.; Hirase, T.; Shibahara, T.; Hayashi, N.; Kansal, A.; Kaspers, S.; Okamura, T.",Cost-effectiveness Analysis of Empagliflozin in Japan Based on Results From the Asian subpopulation in the EMPA-REG OUTCOME Trial,Clinical Therapeutics,10.1016/j.clinthera.2019.07.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072581392&doi=10.1016%2fj.clinthera.2019.07.016&partnerID=40&md5=4ac164c51239686a5aa788a0bc77b868,1,0.0,ISPOR,0.0,Unknown,Unknown,,,,,,,,
153,697PHEG3,journalArticle,2019,"Le, Q.A.",Patient-level modeling approach using discrete-event simulation: A cost-effectiveness study of current treatment guidelines for women with postmenopausal osteoporosis,Journal of Managed Care and Specialty Pharmacy,10.18553/jmcp.2019.25.10.1089,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072659100&doi=10.18553%2fjmcp.2019.25.10.1089&partnerID=40&md5=e0f40a0957be97c31f668697b619b440,1,0.0,ISPOR,0.0,Unknown,Unknown,,,,,,,,
154,R988LNTL,journalArticle,2019,"Omoleye, T.J.; Alabdulkarim, A.A.; Tsui, K.L.",Impact of resources and monitoring effectiveness on prognostics enabled condition based maintenance policy,Journal of Simulation,10.1080/17477778.2018.1524269,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054386412&doi=10.1080%2f17477778.2018.1524269&partnerID=40&md5=84a82af690f41486ae8d44045761b189,0,0.0,None,0.0,Arena,0,,,,,,,,Not Health
155,P6AY9N6J,journalArticle,2019,"Kansal, A.; Reifsnider, O.S.; Proskorovsky, I.; Zheng, Y.; Pfarr, E.; George, J.T.; Kandaswamy, P.; Ruffolo, A.",Cost-effectiveness analysis of empagliflozin treatment in people with Type 2 diabetes and established cardiovascular disease in the EMPA-REG OUTCOME trial,Diabetic Medicine,10.1111/dme.14076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069875439&doi=10.1111%2fdme.14076&partnerID=40&md5=7ac7cb27f04b11d7f5a9feee0fc71896,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
156,KFCR8WGF,journalArticle,2019,"Castillo-Rodríguez, L.; Ovalle-Bracho, C.; Díaz-Jiménez, D.; Sánchez-Vanegas, G.; Muvdi-Arenas, S.; Castañeda-Orjuela, C.",Cost-effectiveness analysis of Mucosal Leishmaniasis diagnosis with PCR-based vs parasitological tests in Colombia,PLoS ONE,10.1371/journal.pone.0224351,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074372987&doi=10.1371%2fjournal.pone.0224351&partnerID=40&md5=ec06e42b77926d847d6c75caf0d7f1c6,0,1.0,CHEERS,0.0,Excel,0,,,,,,,,Not DES
157,YGXQ6QUY,conferencePaper,2019,"Asl, A.B.; Khan, M.G.",Studying the effect of online medical applications on patients healing time and doctors utilization using discrete event simulation,"2019 7th E-Health and Bioengineering Conference, EHB 2019",10.1109/EHB47216.2019.8970080,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079346812&doi=10.1109%2fEHB47216.2019.8970080&partnerID=40&md5=2be3e6d50dc14276ab287e144d88adcf,1,0.0,None,0.0,MATLAB,0,,,,,,,,
158,CSWPVRP2,conferencePaper,2019,"Tamburis, O.",Bridging the gap between process mining and des modeling in the healthcare domain,"2019 7th E-Health and Bioengineering Conference, EHB 2019",10.1109/EHB47216.2019.8969912,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079357897&doi=10.1109%2fEHB47216.2019.8969912&partnerID=40&md5=304a97afffd5cec9c07aa1fd94bf7a2d,1,0.0,None,0.0,Simul8,0,,,,,,,,
159,JJ82IZHW,journalArticle,2019,"Weng, S.-J.; Tsai, M.-C.; Tsai, Y.-T.; Gotcher, D.F.; Chen, C.-H.; Liu, S.-C.; Xu, Y.-Y.; Kim, S.-H.",Improving the efficiency of an emergency department based on activity-relationship diagram and radio frequency identification technology,International Journal of Environmental Research and Public Health,10.3390/ijerph16224478,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075112573&doi=10.3390%2fijerph16224478&partnerID=40&md5=bdc90ebbd00e3a3b86c020de0f2bacc2,1,0.0,None,0.0,Simul8,0,,,,,,,,
160,JM7UWFYC,journalArticle,2019,"McMeekin, P.; Flynn, D.; Allen, M.; Coughlan, D.; Ford, G.A.; Lumley, H.; Balami, J.S.; James, M.A.; Stein, K.; Burgess, D.; White, P.",Estimating the effectiveness and cost-effectiveness of establishing additional endovascular Thrombectomy stroke Centres in England: A discrete event simulation,BMC Health Services Research,10.1186/s12913-019-4678-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074704743&doi=10.1186%2fs12913-019-4678-9&partnerID=40&md5=3788bab0cec8b9eb47b286cfb1dbc7d2,1,0.0,None,0.0,R,1,,,,,,,,
161,SY9VID3T,conferencePaper,2019,"Santosa, A.; Sagathi, M.; Situmorang, M.R.",Simulation of First Level Health Care Facilities to Reduce Patient Flow Time,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899X/662/4/042004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075880122&doi=10.1088%2f1757-899X%2f662%2f4%2f042004&partnerID=40&md5=60285e81b010afa32303844c1fab98d3,1,0.0,None,0.0,ProModel,0,,,,,,,,
162,D776CYYU,journalArticle,2019,"Varney, J.; Bean, N.; Mackay, M.",The self-regulating nature of occupancy in ICUs: stochastic homoeostasis,Health Care Management Science,10.1007/s10729-018-9448-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046418461&doi=10.1007%2fs10729-018-9448-4&partnerID=40&md5=c60d6086f6702799f3e5c1937b2818e4,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
163,XFRSC394,journalArticle,2019,"Easter, B.; Houshiarian, N.; Pati, D.; Wiler, J.L.",Designing efficient emergency departments: Discrete event simulation of internal-waiting areas and split flow sorting,American Journal of Emergency Medicine,10.1016/j.ajem.2019.03.017,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063113464&doi=10.1016%2fj.ajem.2019.03.017&partnerID=40&md5=d4d27a87e35e2fb7b59ce508e420a7b8,1,0.0,None,0.0,Arena,0,,,,,,,,
164,JTSJKZ6G,journalArticle,2019,"Hession, M.; Forero, R.; Man, N.W.; Penza, L.; McDonald, W.",Gaming National Emergency Access Target performance using Emergency Treatment Performance definitions and emergency department short stay units,EMA - Emergency Medicine Australasia,10.1111/1742-6723.13295,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064604685&doi=10.1111%2f1742-6723.13295&partnerID=40&md5=c884ef2f017313305a6cbbc25c9bd3d0,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
165,6GXGWG44,journalArticle,2019,"Xie, T.; Ni, M.; Zhang, Z.; Wei, Y.",Parallel Simulation Decision-Making Method for a Response to Unconventional Public Health Emergencies Based on the Scenario-Response Paradigm and Discrete Event System Theory,Disaster Medicine and Public Health Preparedness,10.1017/dmp.2019.30,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069462102&doi=10.1017%2fdmp.2019.30&partnerID=40&md5=13027e3dbb612545e534b9c9c7f8d972,1,0.0,None,0.0,FlexSim,0,,,,,,,,
166,RJBEZBMJ,journalArticle,2019,"Chen, J.-C.; Tan, E.C.-H.; Wu, Y.-T.; Chen, H.-C.; Chen, C.-Y.; Yang, M.-C.",Application of discrete-event simulation modeling to project the effect of limiting the work hours of visiting staff on medical service volume: The case of 6 surgical specialties,Taiwan Journal of Public Health,10.6288/TJPH.201912_38(6).108066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078475240&doi=10.6288%2fTJPH.201912_38%286%29.108066&partnerID=40&md5=782a0771bf38f7dfc4a3b5b0f7782747,0,,,,,,,,,,,,,Not English
167,EGXK2LZR,conferencePaper,2019,"Berg, B.; Vandenbrink, A.",Using Simulation to Evaluate Provider Scheduling Heuristics in Specialty Outpatient Clinics,Proceedings - Winter Simulation Conference,10.1109/WSC40007.2019.9004653,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081117370&doi=10.1109%2fWSC40007.2019.9004653&partnerID=40&md5=4ef0ccb35327274709110eab6b1ec060,1,0.0,None,0.0,Arena,0,,,,,,,,
168,QMPYHQS6,conferencePaper,2019,"Zehrouni, A.; Augusto, V.; Xie, X.; Duong, T.-A.",Assessment of the Impact of Teledermatology Using Discrete Event Simulation,Proceedings - Winter Simulation Conference,10.1109/WSC40007.2019.9004782,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081114524&doi=10.1109%2fWSC40007.2019.9004782&partnerID=40&md5=e741c20996bed461eff142f3aa4cf891,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
169,4AY7MQIP,conferencePaper,2019,"Bosch, P.",Mixed-Mode Pandemic Modeling,Proceedings - Winter Simulation Conference,10.1109/WSC40007.2019.9004801,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081122831&doi=10.1109%2fWSC40007.2019.9004801&partnerID=40&md5=6622dfed8a925b4be56210b96bfd2870,1,0.0,None,0.0,Sage,1,,GitHub,,,,,,
170,6TUTJVJR,conferencePaper,2019,"Phan, R.; Augusto, V.; Martin, D.; Sarazin, M.",Clinical Pathway Analysis Using Process Mining and Discrete-Event Simulation: An Application to Incisional Hernia,Proceedings - Winter Simulation Conference,10.1109/WSC40007.2019.9004944,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081134851&doi=10.1109%2fWSC40007.2019.9004944&partnerID=40&md5=1f7c806b2a68ac834f1271d00a1fc2da,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
171,PSNXX4N8,conferencePaper,2019,"Sulis, E.; Amantea, I.A.; Fornero, G.",Risk-Aware Business Process Modeling: A Comparison of Discrete Event and Agent-Based Approaches,Proceedings - Winter Simulation Conference,10.1109/WSC40007.2019.9004822,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081135736&doi=10.1109%2fWSC40007.2019.9004822&partnerID=40&md5=e450369dba4b4f6920059dbc09b4395c,1,0.0,None,0.0,iGrafx,0,,,,,,,,
172,2W7I8DUL,conferencePaper,2019,"Mielczarek, B.",Combining Simulation Techniques to Understand Demographic Dynamics and Forecast Hospital Demands,Proceedings - Winter Simulation Conference,10.1109/WSC40007.2019.9004855,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081138221&doi=10.1109%2fWSC40007.2019.9004855&partnerID=40&md5=f2903daee91e098ef6e54d529ee5dce7,1,0.0,None,0.0,Arena,0,,,,,,,,
173,LIM78PEQ,journalArticle,2019,"Baril, C.; Gascon, V.; Vadeboncoeur, D.",Discrete-event simulation and design of experiments to study ambulatory patient waiting time in an emergency department,Journal of the Operational Research Society,10.1080/01605682.2018.1510805,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060352459&doi=10.1080%2f01605682.2018.1510805&partnerID=40&md5=1f0edcca8b309266a0a46ae15ab14ff2,1,0.0,None,0.0,Arena,0,,,,,,,,
174,L5U89TST,journalArticle,2019,"Young, N.; Taetgmeyer, M.; Zulaika, G.; Aol, G.; Desai, M.; Ter Kuile, F.; Langley, I.","Integrating HIV, syphilis, malaria and anaemia point-of-care testing (POCT) for antenatal care at dispensaries in western Kenya: Discrete-event simulation modelling of operational impact",BMC Public Health,10.1186/s12889-019-7739-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075973608&doi=10.1186%2fs12889-019-7739-4&partnerID=40&md5=01644be41a390cc1296b9a45aaf1b7c7,1,0.0,None,0.0,WITNESS,0,,,,,,,Datasets available on reasonable request,
175,YJA4QRBY,book,2019,"Henares, K.; Pagán, J.; Ayala, J.L.; Zapater, M.; Risco-Martín, J.L.",Cyber-physical systems design methodology for the prediction of symptomatic events in chronic diseases,"Complexity Challenges in Cyber Physical Systems: Using Modeling and Simulation (M&S) to Support Intelligence, Adaptation and Autonomy",,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102223512&doi=10.1002%2f9781119552482.ch9&partnerID=40&md5=1d0cf2045eddb49e10899f99f0ca3fff,0,,,,,,,,,,,,,Not DES
176,YRQ22P5B,journalArticle,2020,"Bélanger, V.; Lanzarone, E.; Nicoletta, V.; Ruiz, A.; Soriano, P.",A recursive simulation-optimization framework for the ambulance location and dispatching problem,European Journal of Operational Research,10.1016/j.ejor.2020.03.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083422184&doi=10.1016%2fj.ejor.2020.03.041&partnerID=40&md5=54ddab0229fdc3680c4e5aef8603cfaf,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
177,HJISHFLU,journalArticle,2020,"Tamburis, O.; Esposito, C.",Process mining as support to simulation modeling: A hospital-based case study,Simulation Modelling Practice and Theory,10.1016/j.simpat.2020.102149,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087742963&doi=10.1016%2fj.simpat.2020.102149&partnerID=40&md5=c998eb3c0ec702f6316f496279506d8e,1,0.0,None,0.0,Simul8,0,,,,,,,,
178,FV7C8ZFC,journalArticle,2020,"Willis, M.; Asseburg, C.; Slee, A.; Nilsson, A.; Neslusan, C.",Development and Internal Validation of a Discrete Event Simulation Model of Diabetic Kidney Disease Using CREDENCE Trial Data,Diabetes Therapy,10.1007/s13300-020-00923-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091113188&doi=10.1007%2fs13300-020-00923-w&partnerID=40&md5=0a3fa955eba59c28db28c919b6fe9842,1,0.0,ISPOR,0.0,Excel,0,,,,,,,,
179,X2BYJX5B,journalArticle,2020,"Zeinalnezhad, M.; Chofreh, A.G.; Goni, F.A.; Klemeš, J.J.; Sari, E.",Simulation and improvement of patients’ workflow in heart clinics during covid-19 pandemic using timed coloured petri nets,International Journal of Environmental Research and Public Health,10.3390/ijerph17228577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096160554&doi=10.3390%2fijerph17228577&partnerID=40&md5=e77c65fb01d7cff8e8b27da69e50fba8,1,0.0,None,1.0,CPN Tools,0,,,,,,,,
180,MKEHVJDH,journalArticle,2020,"Kaasalainen, K.; Kalmari, J.; Ruohonen, T.",Developing and testing a discrete event simulation model to evaluate budget impacts of diabetes prevention programs,Journal of Biomedical Informatics,10.1016/j.jbi.2020.103577,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091972979&doi=10.1016%2fj.jbi.2020.103577&partnerID=40&md5=ba8ed33b7cada2f28ff04355984e9cf8,1,0.0,ISPOR,0.0,iGrafx,0,,,,,,,,
181,47P92ZH6,journalArticle,2020,"Reifsnider, O.S.; Kansal, A.R.; Franke, J.; Lee, J.; George, J.T.; Brueckmann, M.; Kaspers, S.; Brand, S.B.; Ustyugova, A.; Linden, S.; Stargardter, M.; Hau, N.",Cost-effectiveness of empagliflozin in the UK in an EMPA-REG OUTCOME subgroup with type 2 diabetes and heart failure,ESC Heart Failure,10.1002/ehf2.12985,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090443822&doi=10.1002%2fehf2.12985&partnerID=40&md5=d7da7b3ed35780f81d7414f88b9dc980,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
182,3A88E77N,journalArticle,2020,"Karimi, A.; Sepehri, M.M.; Yavari, E.",A simulation model approach to decrease the length of stay of patients undergoing cataract surgery,Perioperative Care and Operating Room Management,10.1016/j.pcorm.2020.100133,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091792412&doi=10.1016%2fj.pcorm.2020.100133&partnerID=40&md5=dce6b4eb7c7c35a0a70cd7e6119ec66a,1,0.0,None,0.0,Arena,0,,,,,,,,
183,VMFDGRNB,conferencePaper,2020,"Catumba-Ruiz, J.; Aguiar, L.; Redondo, J.M.; Renteria, R.; Barrera, J.O.",A hybrid optimization method for reallocation of mobile resources,Journal of Physics: Conference Series,10.1088/1742-6596/1702/1/012013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097343331&doi=10.1088%2f1742-6596%2f1702%2f1%2f012013&partnerID=40&md5=254155ce00d8f50a8c5104d5e4254e40,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
184,ZPTLP6VG,journalArticle,2020,"Lim, C.Y.; Bohn, M.K.; Lippi, G.; Ferrari, M.; Loh, T.P.; Yuen, K.-Y.; Adeli, K.; Horvath, A.R.; for the IFCC Task Force on COVID-19","Staff rostering, split team arrangement, social distancing (physical distancing) and use of personal protective equipment to minimize risk of workplace transmission during the COVID-19 pandemic: A simulation study",Clinical Biochemistry,10.1016/j.clinbiochem.2020.09.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091246681&doi=10.1016%2fj.clinbiochem.2020.09.003&partnerID=40&md5=4a221a915893eee58e22afd86f3427c2,1,1.0,None,1.0,Python,1,,,Word doc,Word doc,,,,
185,8VYUCAZB,journalArticle,2020,"Garcia-Vicuña, D.; Esparza, L.; Mallor, F.",Safely learning Intensive Care Unit management by using a Management Flight Simulator,Operations Research for Health Care,10.1016/j.orhc.2020.100274,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093669162&doi=10.1016%2fj.orhc.2020.100274&partnerID=40&md5=c711ff6166ce07d4aa2b538e2ff86076,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
186,A4HPU3XS,conferencePaper,2020,"Garcia-Vicuna, D.; Mallor, F.; Esparza, L.",Planning Ward and Intensive Care Unit Beds for COVID-19 Patients Using a Discrete Event Simulation Model,Proceedings - Winter Simulation Conference,10.1109/WSC48552.2020.9383939,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103874006&doi=10.1109%2fWSC48552.2020.9383939&partnerID=40&md5=20c412b61b68a50a18372d4a39f0b190,1,1.0,None,1.0,Unknown,Unknown,,,,,,,,
187,5SXB2R3E,journalArticle,2020,"Mar, J.; Gorostiza, A.; Ibarrondo, O.; Larrañaga, I.; Arrospide, A.; Martinez-Lage, P.; Soto-Gordoa, M.",Economic evaluation of supplementing the diet with Souvenaid in patients with prodromal Alzheimer’s disease,Alzheimer's Research and Therapy,10.1186/s13195-020-00737-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097417857&doi=10.1186%2fs13195-020-00737-9&partnerID=40&md5=097af277b4a0fbb956658351ea614f1a,1,0.0,ISPOR,0.0,Excel,0,,,,,,,,
188,5WFJV8WG,journalArticle,2020,"Kang, H.; Haswell, E.",Patient flow analysis using real-time locating system data: A case study in an outpatient oncology center, ,10.1200/OP.20.00119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097576204&doi=10.1200%2fOP.20.00119&partnerID=40&md5=8f716b8bd8e7826a943e5ba2d6ae83ab,1,0.0,None,0.0,FlexSim,0,,,,,,,,
189,CELV8FFE,conferencePaper,2020,"Corlu, C.G.; Maleyeff, J.; Wang, J.; Yip, K.; Farris, J.",Real-Time Nurse Dispatching Using Dynamic Priority Decision Framework,Proceedings - Winter Simulation Conference,10.1109/WSC48552.2020.9384076,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103875402&doi=10.1109%2fWSC48552.2020.9384076&partnerID=40&md5=d708a3634ad100af3cbb9e58b55cc081,1,0.0,None,0.0,Python,1,,,,,,,,
190,HURE4MLS,conferencePaper,2020,"Le Lay, J.; Augusto, V.; Xie, X.; Alfonso-Lizarazo, E.; Bongue, B.; Celarier, T.; Gonthier, R.; Masmoudi, M.",Impact of COVID-19 Epidemics on Bed Requirements in a Healthcare Center Using Data-Driven Discrete-Event Simulation,Proceedings - Winter Simulation Conference,10.1109/WSC48552.2020.9384093,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103878629&doi=10.1109%2fWSC48552.2020.9384093&partnerID=40&md5=b1f488ed66b15d12f44ab15b2050d4dd,1,0.0,None,1.0,Arena,0,,,,,,,,
191,ATCUAH23,conferencePaper,2020,"Fatma, N.; Mohd, S.; Ramamohan, V.; Mustafee, N.",Primary Healthcare Delivery Network Simulation Using Stochastic Metamodels,Proceedings - Winter Simulation Conference,10.1109/WSC48552.2020.9384069,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103905522&doi=10.1109%2fWSC48552.2020.9384069&partnerID=40&md5=eb084a2f06ce9de8a50e65e1cf171e52,1,0.0,None,0.0,Unknown,Unknown,,,,,,,,
192,6HSHPW8X,conferencePaper,2020,"Franck, T.; Bercelli, P.; Aloui, S.; Augusto, V.",A Generic Framework to Analyze and Improve Patient Pathways within a Healthcare Network Using Process Mining and Discrete-Event Simulation,Proceedings - Winter Simulation Conference,10.1109/WSC48552.2020.9384021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103914150&doi=10.1109%2fWSC48552.2020.9384021&partnerID=40&md5=6bc3a7a74fc6669782e5c3dbae7ece02,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
193,6F6DQS9T,conferencePaper,2020,"Vandeusen, A.; Zacharek, N.; Springer, E.; Venkat, A.; Cohn, A.; Adams, M.; Kurlander, J.; Saini, S.",Discrete-Event Simulation with Consideration for Patient Preference When Scheduling Specialty Telehealth Appointments,Proceedings - Winter Simulation Conference,10.1109/WSC48552.2020.9383970,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103913256&doi=10.1109%2fWSC48552.2020.9383970&partnerID=40&md5=413e5518509a3be423cc3176c9874657,1,0.0,None,0.0,C++,1,,,,,,,,
194,HA59PG5X,conferencePaper,2020,"Li, Y.; Zhang, Y.; Cao, L.",Evaluation and Selection of Hospital Layout Based on an Integrated Simulation Method,Proceedings - Winter Simulation Conference,10.1109/WSC48552.2020.9384091,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103915129&doi=10.1109%2fWSC48552.2020.9384091&partnerID=40&md5=950d01211df5d5580eb14097005ce248,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
195,MA5KDM86,journalArticle,2019,"Andersen, A.R.; Nielsen, B.F.; Reinhardt, L.B.; Stidsen, T.R.",Staff optimization for time-dependent acute patient flow,European Journal of Operational Research,10.1016/j.ejor.2018.06.015,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050685040&doi=10.1016%2fj.ejor.2018.06.015&partnerID=40&md5=c0e51a2a38ada4d2bde1b1e62ea4b73d,1,0.0,None,0.0,MATLAB,0,,,,,,,,
196,ELEP3YR6,book,2019,"Qureshi, S.M.; Purdy, N.; Neumann, W.P.",Simulating the impact of patient acuity and nurse-patient ratio on nurse workload and care quality,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051952131&doi=10.1007%2f978-3-319-96098-2_65&partnerID=40&md5=9f5d6b97f1f490f7f20852cfdf506827,1,0.0,None,0.0,Arena,0,,,,,,,,
197,P283JUN3,conferencePaper,2019,"Cocchi, D.; Frosini, F.; Ciagli, E.; Tortoli, P.; Carpini, C.; Cirone, D.; Belardinelli, A.",Discrete event simulation model for the analysis of centralized front office service in a regional hub hospital,IFMBE Proceedings,10.1007/978-981-10-9035-6_103,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048252161&doi=10.1007%2f978-981-10-9035-6_103&partnerID=40&md5=0cd8a7db666e50a5083f41eefdac85cb,1,0.0,None,0.0,Arena,0,,,,,,,,
198,ZCUGQMHD,book,2019,"Zabawa, J.; Mielczarek, B.",Overcoming challenges in hybrid simulation design and experiment,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053249146&doi=10.1007%2f978-3-319-99996-8_19&partnerID=40&md5=d6f1de44b7e788c368bc75181beadf75,1,0.0,None,0.0,Extendsim/Excel,0,,,,,,,,
199,9WYZG5MJ,journalArticle,2019,"Campbell, J.R.; Johnston, J.C.; Ronald, L.A.; Sadatsafavi, M.; Balshaw, R.F.; Cook, V.J.; Levin, A.; Marra, F.",Screening for Latent Tuberculosis Infection in Migrants With CKD: A Cost-effectiveness Analysis,American Journal of Kidney Diseases,10.1053/j.ajkd.2018.07.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054030212&doi=10.1053%2fj.ajkd.2018.07.014&partnerID=40&md5=2389c7b1089326bb74af395a1f5c50eb,1,0.0,ISPOR,0.0,Simio,0,,,,,,,,
200,IBIBI78C,journalArticle,2019,"Standfield, L.; Comans, T.; Scuffham, P.A.",Simulation of health care and related costs in people with dementia in Australia,Australian Health Review,10.1071/AH18022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055320416&doi=10.1071%2fAH18022&partnerID=40&md5=d4630e56ce84cbfc7d6a304f865cc355,1,0.0,None,0.0,AnyLogic,0,,,,,,,,
